Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method,Index,Organization,Email,Name,Industries_right,Description_right,Founded Date_right,Total Funding Amount_right,Last Funding Date_right,Last Funding Amount_right,Last Funding Amount Currency_right,NIT,NOMBRE EMPRESA,CIIU,EMPRENDEDOR,DEPARTAMENTO,CIUDAD,CORREO ELECTRONICO,TELÉFONO ,Unnamed: 16,Intersección
APPTO,https://www.crunchbase.com/organization/appto,"Real Estate, Real Estate Investment, Social Media","Bogotá, Distrito Especial, Colombia",Real Estate System based on a Network of Professional Agents,"310,477",Latin America,$10M to $50M,Active,2013-01-01,year,,,,,For Profit,https://appto.co/,https://www.twitter.com/soyappto,https://www.facebook.com/soyappto,,,,,,,,,,,,,,,,,,,,"Financial Services, Internet Services, Media and Entertainment, Real Estate",,,1-10,1.0,Seed,2014-01-20,,,,Seed,,,,Seed,,,,,,,InQlab,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"332,060",8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECNOTITAN S.A.S,https://www.crunchbase.com/organization/tecnotitan-s-a-s,"Information Technology, Software, Video Games","Armenia, Quindio, Colombia","We are a Technology Company located in South America. We Create Videogames,Business Apps and Virtual Reality Experiences.","311,449",Latin America,,Active,2017-01-07,day,,,,,For Profit,https://tecnotitan.com/,https://twitter.com/tecnotitan,https://www.facebook.com/Tecnotitan24,https://www.linkedin.com/company/tecnotitan,info@tecnotitan.com,3127837569,,,Videogame Developer,,,,,,,,,,,,,,"Gaming, Information Technology, Software",1.0,David Arias Giraldo,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"333,111",29.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIGIWARE,https://www.crunchbase.com/organization/digiware,"Consulting, Information Technology, Management Consulting","Bogotá, Distrito Especial, Colombia",Digiware is a provider of comprehensive strategies generation in information security in Latin America.,"311,497",Latin America,,Active,1996-01-01,year,,,,,For Profit,http://www.digiware.net/,https://twitter.com/digiware,https://www.facebook.com/Digiware/,https://www.linkedin.com/company/digiware_2,infoco@digiware.net,+57 1 744 3666,,,Digiware is the expert provider of comprehensive strategies generation in information security in Latin America.,,,,,,,,,,,,,,"Information Technology, Professional Services",,,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"333,161",47.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,https://www.crunchbase.com/organization/giros-y-finanzas-compania-de-financiamiento-sa,"Banking, Financial Services","Cali, Valle del Cauca, Colombia",Giros Y Finanzas Compania de Financiamiento SA ia a company providing safe and effective financial solutions.,"311,649",Latin America,$50M to $100M,Active,2006-01-01,day,,,,,For Profit,https://www.girosyfinanzas.com,,https://www.facebook.com/girosyfinanzascf/,https://www.linkedin.com/company/giros-y-finanzas/?originalSubdomain=co,contacto@girosyfinanzas.com,01 8000 111 999,,,,,,,,,,,,,,,,,"Financial Services, Lending and Investments",,,1001-5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"333,327",16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MESA 24/7,https://www.crunchbase.com/organization/mesa-24-7,"Reservations, Restaurants","Perú, Valle del Cauca, Colombia",MESA 24/7 is a technological platform that was created with the purpose of improving the restaurant reservation system.,"311,861",Latin America,,Active,,,,,,,For Profit,https://www.mesa247.pe/,https://twitter.com/mesa247,https://www.facebook.com/pg/mesa247.pe/,https://www.linkedin.com/company-beta/3540496/,contacto@mesa247.pe,961 771 473,1,,"MESA 24/7 is a technological platform that was created with the purpose of improving the restaurant reservation system. We want to revolutionize the way in which restaurants interact with their guests, always seeking to enrich customer service. Mesa 24/7 consists of an online reservation service available 24 hours and 7 days a week; through its website and mobile application for iphone and android.",,,,,,,,,,,,,,"Events, Food and Beverage, Media and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"333,554",61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CULTIVANDO FUTURO,https://www.crunchbase.com/organization/cultivando-futuro,"Agriculture, Consulting, Farming, Sustainability","Bogotá, Distrito Especial, Colombia",Cultivando Futuro is an agricultural consultancy that helps in planning and managing the products.,"311,998",Latin America,Less than $1M,Active,2014-01-01,year,,,,,For Profit,https://www.cultivandofuturo.com,https://twitter.com/cultivandof,https://www.facebook.com/cultivandofuturo,https://www.linkedin.com/company/cultivando-futuro-s-a-s-/,agro@cultivandofuturo.com,+57 311 5325898,,,,,,,,,,,,,,,,,"Agriculture and Farming, Professional Services, Sustainability",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"333,696",18.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUBBI.CO,https://www.crunchbase.com/organization/cubbi-co,"CRM, Small and Medium Businesses","Bogotá, Distrito Especial, Colombia",Cubbi.co,"312,258",Latin America,,Active,2008-01-01,year,,,,,For Profit,,,,,,,,,,,,,,,,,,,,,,,"Information Technology, Other, Sales and Marketing, Software",,,1-10,1.0,,2011-09-03,24534.0,EUR,34917.0,Grant,,,,,,,,24534.0,EUR,34917.0,Wayra,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"333,974",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIN QUANTUM TECH,https://www.crunchbase.com/organization/spin-quantum-tech,"Artificial Intelligence, Cyber Security","Bogotá, Distrito Especial, Colombia","Spin Quantum Tech, is an adaptative cybersecurity collection of quantum algorithms that solves the next cybersecurity trends and wave.","312,919",Latin America,,Active,2018-01-10,day,,,,,For Profit,https://www.spinqtech.com,https://twitter.com/spin_quantum,https://www.facebook.com/Spin-Quantum-Tech/,https://www.linkedin.com/company/spin-quantun-tech,jean.bernier@spinqtech.com,573102660627,,,"Spin Quantum Tech, is an adaptative cybersecurity collection of quantum algorithms that solves the next cybersecurity trends and wave.  It is based in AI and quantum computing, which allows it to learn from the environment and self-improvement. The problem is every security fingerprint behind a click will be broke in nanoseconds with the processing power associated to quantum computing. This mean our adaptative cybersecurity algorithms will provide dynamic protection and hardening able to run on any king of device or technology. Our target market are cybersecurity companies, solutions and cloud providers. Our multidisciplinary team have been working on AI solutions for 15 years, with customers in pharma, chemistry, Human Resources, health care and so on. Helping them to reinforce value proposition and raise up their profitability.",,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",1.0,Jean Bernier,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1.0,"334,669",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KREDICITY,https://www.crunchbase.com/organization/kredicity,"Consumer Lending, Financial Services, Lending","Bogotá, Distrito Especial, Colombia","kredicity is the virtual space for credit solutions dedicated to turning your applications into more efficient, flexible & secure processes.","315,914",Latin America,,Active,,,,,,,For Profit,https://www.kredicity.com/,https://twitter.com/kredicity,https://www.facebook.com/kredicity/,,servicioalcliente@kredicity.com,(+57) 320 581 8250,,,"Kredicity is the virtual space for credit solutions dedicated to turning your applications into more efficient, flexible and secure processes. Their purpose is to provide quick solutions to unforeseen short-term situations. They have a unique combination of technology, resources, analysis and qualified personnel to provide concrete solutions in innovative products. ",,,,,,,,,,,,,,"Financial Services, Lending and Investments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"337,866",39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIVA,https://www.crunchbase.com/organization/biva-49d8,"Apps, Health Care, Home Health Care, mHealth, Mobile Apps, Personal Health, Wellness","Medellín, Antioquia, Colombia",Therapeutic management platform that integrates patient's adherence and remote and personalized monitoring to improve healthcare outcomes.,"319,167",Latin America,,Active,2017-04-01,day,,,,,For Profit,https://www.biva.co,https://twitter.com/BivaApp,https://www.facebook.com/BivaApp/,https://www.linkedin.com/company/biva-s.a.s.,jaime@biva.co,+57 319 409 07 58,,,"Biva is a therapeutic management platform that integrates patient's adherence management and remote and personalized monitoring to improve healthcare programs outcomes. For patient's adherence, Biva has a mobile App (and a voice and SMS robot for those patients who don't have access to smartphones) that allows patients and caregivers to register information about their medical conditions and treatments, and it sets reminders for each treatment that includes medications alerts, appointments, signs and symptoms, control questions among others to achieve a holistic treatment perspective. Biva focuses on the patient-caregiver relationship allowing them to share information and get alerts of symptoms or signs, this enables to change patient’s behaviour and encourage self care in a positive way to improve it and make it sustainable over time. It allows patients to have contextual information about their self­care requirements depending on their medical conditions and habits (not only in their medications), offering self­care tips and educational news. Biva works with healthcare companies to deploy the platform for their patients so they can keep control of all the treatment life cycle remotely. For caregivers it improves the information needed for doing care process easier and detailed.",,,,,,,,,,,,,,"Apps, Health Care, Mobile, Software",1.0,Jaime Correa,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"341,340",33.0,1.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWITCH AI,https://www.crunchbase.com/organization/switch-up-7a74,"Analytics, Artificial Intelligence, Cloud Computing, Computer Vision, Image Recognition, Retail, Retail Technology, Security","Bucaramanga, Cundinamarca, Colombia","Switch AI develops solutions based on AI that improve processes in areas like learning machines, camera imaging, data sciences & analytics.","319,421",Latin America,,Active,2019-01-01,year,,,,,For Profit,https://www.switchai.co/,,https://www.facebook.com/Switch-2-Actions-423610405047495/,https://www.linkedin.com/company/switchia/,a@switchai.co,+57-318-6384034,2,,,,,,,,,,,,,,,,"Artificial Intelligence, Commerce and Shopping, Data and Analytics, Hardware, Internet Services, Privacy and Security, Science and Engineering, Software",2.0,"Alejandra Castellanos Reyes, Alhim Adonai Vera Gonzalez",1-10,1.0,,2020-02-24,,,,Non-equity Assistance,,,,,,,,,,,Acelera Región,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"341,611",16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANCAMIA,https://www.crunchbase.com/organization/bancamia,"Banking, Financial Services","Bogotá, Distrito Especial, Colombia",Bancamia  provides micro-financing services.,"320,610",Latin America,,Active,2008-10-14,day,,,,,For Profit,https://www.bancamia.com.co/,https://twitter.com/bancamiaoficial,https://www.facebook.com/bancamiaoficial/,https://www.linkedin.com/company/banco-de-las-microfinanzas---bancamia-s.a./about/,no-reply@bancamia.com.co,018000126100,,,Bancamia  provides microfinancing services.,,,,,,,,,,,,,,"Financial Services, Lending and Investments",,,1001-5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"342,874",58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOUTINGLABS,https://www.crunchbase.com/organization/scouting-labs,Sports,"Bogotá, Distrito Especial, Colombia",Empowering unnoticed football stars.,"321,682",Latin America,,Active,2019-09-26,day,,,,,For Profit,https://www.scoutinglabs.com/,https://twitter.com/scoutinglabs,https://www.facebook.com/scoutinglabs/,https://www.linkedin.com/company/scouting-labs/,info@scoutinglabs.com,0573164692888,,,"We are a colombian-based start-up focused on discovering, developing and promoting football players from grass roots and amateur levels. We developed a platform through which we collect data from match recordings and then we offer performance reports to players giving them a solution to create a digital record of their performance, and gain visibility. We empower unnoticed football stars and help them achieve their dreams.",,,,,,,,,,,,,,Sports,1.0,Nicolas Maldonado,1-10,1.0,Seed,2020-08-01,,,,Pre-Seed,,,,Pre-Seed,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"344,020",22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANGUARDIA,https://www.crunchbase.com/organization/vanguardia,"Media and Entertainment, News, Publishing","Bucaramanga, Cundinamarca, Colombia",Vanguardia is a Colombian regional newspaper.,"321,707",Latin America,,Active,1881-02-01,day,,,,,For Profit,https://www.vanguardia.com/,https://twitter.com/vanguardiacom,https://www.facebook.com/vanguardiacom,https://in.linkedin.com/company/vanguardia--galvis-ramirez-y-cia-s-a,,6300700,,,,,,,,,,,,,,,,,"Content and Publishing, Media and Entertainment",1.0,Grupo Godó,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"344,046",121.0,2.0,"1,121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHOSYOURGUEST,https://www.crunchbase.com/organization/whosyourguest,"Hospitality, SaaS, Tourism, Travel","Bogotá, Distrito Especial, Colombia",SaaS,"322,445",Latin America,,Active,2016-06-16,day,,,,,For Profit,https://www.whosyourguest.com,,https://www.facebook.com/WhosYourGuest/,https://www.linkedin.com/company/whos-your-guest/about/,contact@whosyourguest.com,+573132465256,,,"We balance the power in the accommodation industry by connecting accommodation providers worldwide and using their collective power to resolve issues they are facing. WhosYourGuest (WYG) platform allows accommodation providers to review their guests, positively or negatively. By searching our database ho(s)tels can check out the guest before they check in helping them prevent problems before they occur. This can save hotels millions of dollars in prevented damages and losses to their establishment and reputation while at the same time betters the stay quality and safety of their other guests.",,,,,,,,,,,,,,"Software, Travel and Tourism",3.0,"Inbal Tubi, Ron Tubi, Yahav Cohen",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"344,829",42.0,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JULIUS,https://www.crunchbase.com/organization/julius-c628,"Consulting, Content, Creative Agency, Digital Marketing, Internet","Medellín, Antioquia, Colombia","JULIUS is a digital marketing, consulting, internet and creative agency.","322,656",Latin America,,Active,2019-01-01,day,,,,,For Profit,https://www.julius2grow.com/,https://www.twitter.com/julius_2grow,https://www.facebook.com/julius2grow/,https://www.linkedin.com/company/julius2grow/,colombia@julius2grow.com,57-4444 88 99,,,,,,,,,,,,,,,,,"Content and Publishing, Internet Services, Media and Entertainment, Professional Services, Sales and Marketing",,,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"345,049",51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINDYK,https://www.crunchbase.com/organization/sindyk,Marketing,"Medellín, Antioquia, Colombia",Sindyk is a product developed to generate greater speed and better experience in mobile sites.,"323,204",Latin America,,Active,,,,,,,For Profit,http://sindyk.com/,https://twitter.com/sindykmobile,https://www.facebook.com/sindykmobile/,https://www.linkedin.com/showcase/sindyk/,info@sindyk.com,+57 (4) 3660434,,,"SINDYK is a product developed by the company DIGITAL PARTNERS GROUP . They are a company that builds and develops digital products for emerging markets. They help deliver the best speed, performance and experience of a mobile site for large digital media. With the high speed of growth in consumption of mobile information is fundamental to carry digital content that exists in different sources and formats to devices. Very few companies or people know that in order to take an image, video or text to a mobile device, it must first pass through an optimization of size, resolution and format, because if it unfolds in its original condition, is not you may deploy satisfactorily, what is commonly known as responsive content. Further, today there are N number of content generators, to condense, organize and manage it becomes really complex, which is why SINDYK is a very efficient tool because it eliminates that duplication of effort so that only the owner of a site or content specifically focus on that, to generate the best content as SINDYK will do the rest for mobile.",,,,,,,,,,,,,,Sales and Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"345,650",183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIVELICS,https://www.crunchbase.com/organization/nivelics,"Apps, Web Development, Web Hosting","Bogotá, Distrito Especial, Colombia","Nivelics is into developing customized web & mobile applications, web development, UX design, SEO, hosting, and digital marketing, etc.","323,685",Latin America,,Active,2012-01-01,day,,,,,For Profit,http://nivelics.com,https://twitter.com/Nivelics,https://www.facebook.com/pg/Nivelics/,https://www.linkedin.com/company/nivelics,info@nivelics.com,5713112146459,,,,,,,,,,,,,,,,,"Apps, Internet Services, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"346,162",54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIPUX,https://www.crunchbase.com/organization/quipux,"Digital Marketing, Public Safety, Public Transportation","Medellín, Antioquia, Colombia","Quipux is a digital platform that contributes transformation of cities and impacts ecosystems of mobility, companies and government.","324,124",Latin America,$10M to $50M,Active,1995-01-01,year,,,,,For Profit,https://www.quipux.com,,https://www.facebook.com/Quipux.co/,https://www.linkedin.com/company/quipux/,comunicaciones@quipux.com,+57 11 5102 4897,,,,,,,,,,,,,,,,,"Government and Military, Sales and Marketing, Transportation",,,1001-5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"346,630",45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
